date,position,song_name,artist_name,last_position,peak_position,weeks_on_chart
2010-12-04,95,Marry Me,Train,0,95,1
2010-12-04,97,Blow,Ke$ha,0,97,1
2010-12-04,98,Turn Around (5 4 3 2 1),Flo Rida,0,98,1
2010-12-11,18,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,0,18,1
2010-12-11,32,Marry You,Glee Cast,0,32,1
2010-12-11,40,Just The Way You Are,Glee Cast,0,40,1
2010-12-11,60,Dark Fantasy,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",0,60,1
2010-12-11,61,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,0,61,1
2010-12-11,70,Show Me How You Burlesque,Christina Aguilera,0,70,1
2010-12-11,72,Pretty Girl Rock,Keri Hilson,0,72,1
2010-12-11,73,Who's That Chick?,David Guetta Featuring Rihanna,0,73,1
2010-12-11,76,Fly,Nicki Minaj Featuring Rihanna,0,76,1
2010-12-11,91,Marry You,Bruno Mars,0,91,1
2010-12-11,92,All Of The Lights,Kanye West,0,92,1
2010-12-11,93,Crazy Beautiful Life,Ke$ha,0,93,1
2010-12-11,97,Let Me Down Easy,Billy Currington,0,97,1
2010-12-11,100,Maybe,Sick Puppies,0,100,1
2010-12-18,22,Dog Days Are Over,Glee Cast,0,22,1
2010-12-18,25,Christmas Lights,Coldplay,0,25,1
2010-12-18,29,"Hey, Soul Sister",Glee Cast,0,29,1
2010-12-18,38,(I've Had) The Time Of My Life,Glee Cast,0,38,1
2010-12-18,54,Valerie,Glee Cast,0,54,1
2010-12-18,55,Who Dat Girl,Flo Rida Featuring Akon,0,55,1
2010-12-18,78,Freak The Freak Out,Victorious Cast Featuring Victoria Justice,0,78,1
2010-12-18,79,Boots,The Killers,0,79,1
2010-12-18,84,Fire Flame,Birdman Featuring Lil Wayne,0,84,1
2010-12-18,93,Rocketeer,Far*East Movement Featuring Ryan Tedder,0,93,1
2010-12-18,97,Don't Cry For Me Argentina (Lea Michele Version),Glee Cast,0,97,1
2010-12-25,18,That's All She Wrote,T.I. Featuring Eminem,0,18,1
2010-12-25,57,"Baby, It's Cold Outside",Glee Cast,0,57,1
2010-12-25,59,Welcome Christmas,Glee Cast,0,59,1
2010-12-25,68,Rolling In The Deep,Adele,0,68,1
2010-12-25,89,No BS,Chris Brown,0,89,1
2010-12-25,94,Bass Down Low,Dev Featuring The Cataracs,0,94,1
2010-12-25,95,Fall For Your Type,Jamie Foxx Featuring Drake,0,95,1
2011-01-01,9,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,0,9,1
2011-01-01,80,Higher,Taio Cruz Featuring Travie McCoy,0,80,1
2011-01-01,82,Moment 4 Life,Nicki Minaj Featuring Drake,0,82,1
2011-01-01,86,F**kin' Perfect,P!nk,0,86,1
2011-01-01,90,What Do You Want,Jerrod Niemann,0,90,1
2011-01-01,92,Are You Gonna Kiss Me Or Not,Thompson Square,0,92,1
2011-01-01,93,When A Woman Loves,R. Kelly,0,93,1
2011-01-01,94,You Be Killin Em,Fabolous,0,94,1
2011-01-01,97,For The First Time,The Script,0,97,1
2011-01-01,100,Oh Santa!,Mariah Carey,0,100,1
2011-01-08,30,I Just Had Sex,The Lonely Island Featuring Akon,0,30,1
2011-01-08,65,This Is Country Music,Brad Paisley,0,65,1
2011-01-08,66,Hit It Again,3OH!3,0,66,1
2011-01-08,81,Do The John Wall,Troop 41,0,81,1
2011-01-08,85,I Am The Champion,B.o.B,0,85,1
2011-01-08,99,Shake Up Christmas,Train,0,99,1
2011-01-15,79,Big Night,Big Time Rush,0,79,1
2011-01-15,98,A Little Bit Stronger,Sara Evans,0,98,1
2011-01-22,81,Country Strong,Gwyneth Paltrow,0,81,1
2011-01-22,96,From A Table Away,Sunny Sweeney,0,96,1
2011-01-22,100,Make It Rain,Travis Porter,0,100,1
2011-01-29,1,Hold It Against Me,Britney Spears,0,1,1
2011-01-29,13,What The Hell,Avril Lavigne,0,13,1
2011-01-29,23,H*A*M,Kanye West Jay Z,0,23,1
2011-01-29,78,Shake Me Down,Cage The Elephant,0,78,1
2011-01-29,79,Give In To Me,Garrett Hedlund & Leighton Meester,0,79,1
2011-01-29,95,Buzzin',Mann,0,95,1
2011-01-29,98,Wildflower,The JaneDear Girls,0,98,1
2011-02-05,79,Colder Weather,Zac Brown Band,0,79,1
2011-02-05,94,Stay The Night,James Blunt,0,94,1
2011-02-05,100,"For You, And Your Denial",Yellowcard,0,100,1
2011-02-12,78,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,0,78,1
2011-02-12,89,Help Is On The Way,Rise Against,0,89,1
2011-02-12,98,Boyfriend,New Hollow,0,98,1
2011-02-12,100,Love Faces,Trey Songz,0,100,1
2011-02-19,5,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,0,5,1
2011-02-19,11,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,0,11,1
2011-02-19,72,Need You Now,Glee Cast,0,72,1
2011-02-19,75,Thriller / Heads Will Roll,Glee Cast,0,75,1
2011-02-19,79,"Bills, Bills, Bills",Glee Cast,0,79,1
2011-02-19,81,When You're Young,3 Doors Down,0,81,1
2011-02-19,82,The Creep,The Lonely Island Featuring Nicki Minaj,0,82,1
2011-02-19,88,Price Tag,Jessie J Featuring B.o.B,0,88,1
2011-02-19,89,The Ballad Of Mona Lisa,Panic! At The Disco,0,89,1
2011-02-19,99,The Cave,Mumford & Sons,0,99,1
2011-02-26,1,Born This Way,Lady Gaga,0,1,1
2011-02-26,18,Hit The Lights,Jay Sean Featuring Lil Wayne,0,18,1
2011-02-26,23,I Do,Colbie Caillat,0,23,1
2011-02-26,34,Firework,Glee Cast,0,34,1
2011-02-26,45,Silly Love Songs,Glee Cast,0,45,1
2011-02-26,47,When I Get You Alone,Glee Cast,0,47,1
2011-02-26,48,Roll Up,Wiz Khalifa,0,48,1
2011-02-26,56,Fat Bottomed Girls,Glee Cast,0,56,1
2011-02-26,58,P.Y.T. (Pretty Young Thing),Glee Cast,0,58,1
2011-02-26,75,I Won't Give Up,Jana Kramer,0,75,1
2011-02-26,87,She's Not There,Glee Cast,0,87,1
2011-02-26,89,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,0,89,1
2011-02-26,91,Pray,Justin Bieber,0,91,1
2011-02-26,92,Sing,My Chemical Romance,0,92,1
2011-02-26,95,Heart Like Mine,Miranda Lambert,0,95,1
2011-02-26,99,Bleed Red,Ronnie Dunn,0,99,1
2011-03-05,37,Backseat,New Boyz Featuring The Cataracs & Dev,0,37,1
2011-03-05,47,Baby,Glee Cast,0,47,1
2011-03-05,49,Sing,Glee Cast,0,49,1
2011-03-05,51,Take Me Or Leave Me,Glee Cast,0,51,1
2011-03-05,74,Born To Be Somebody,Justin Bieber,0,74,1
2011-03-05,86,Tomorrow,Chris Young,0,86,1
2011-03-05,91,Written In The Stars,Tinie Tempah Featuring Eric Turner,0,91,1
2011-03-05,92,Just Can't Get Enough,The Black Eyed Peas,0,92,1
2011-03-12,9,On The Floor,Jennifer Lopez Featuring Pitbull,0,9,1
2011-03-12,49,Don't You Want Me,Glee Cast,0,49,1
2011-03-12,52,On My Level,Wiz Khalifa Featuring Too $hort,0,52,1
2011-03-12,55,Blame It (On The Alcohol),Glee Cast,0,55,1
2011-03-12,61,Tik Tok,Glee Cast,0,61,1
2011-03-12,65,Someone Like You,Adele,0,65,1
2011-03-12,79,Boyfriend,Big Time Rush,0,79,1
2011-03-12,82,Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,0,82,1
2011-03-12,88,Set Fire To The Rain,Adele,0,88,1
2011-03-12,90,Welcome To My Hood,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",0,90,1
2011-03-12,97,I Smile,Kirk Franklin,0,97,1
2011-03-12,98,The Shape I'm In,Joe Nichols,0,98,1
2011-03-12,100,Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,0,100,1
2011-03-19,20,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,0,20,1
2011-03-19,70,Rope,Foo Fighters,0,70,1
2011-03-19,77,Twisted,Gorilla Zoe Featuring Lil Jon,0,77,1
2011-03-19,80,You Lie,The Band Perry,0,80,1
2011-03-19,83,What Are Words,Chris Medina,0,83,1
2011-03-19,89,My Last,Big Sean Featuring Chris Brown,0,89,1
2011-03-19,92,Did It On'em,Nicki Minaj,0,92,1
2011-03-19,97,Walking,Mary Mary,0,97,1
2011-03-19,99,21st Century Girl,WILLOW,0,99,1
2011-03-26,23,Landslide,Glee Cast Featuring Gwyneth Paltrow,0,23,1
2011-03-26,57,Do You Wanna Touch Me (Oh Yeah),Glee Cast Featuring Gwyneth Paltrow,0,57,1
2011-03-26,59,Crazy Girl,Eli Young Band,0,59,1
2011-03-26,62,Animal,Glee Cast,0,62,1
2011-03-26,66,The Race,Wiz Khalifa,0,66,1
2011-03-26,70,Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,0,70,1
2011-03-26,74,Country Song,Seether,0,74,1
2011-03-26,76,Boom,Snoop Dogg Featuring T-Pain,0,76,1
2011-03-26,83,Kiss,Glee Cast,0,83,1
2011-03-26,86,Homeboy,Eric Church,0,86,1
2011-03-26,91,Live A Little,Kenny Chesney,0,91,1
2011-03-26,94,Sure Thing,Miguel,0,94,1
2011-03-26,95,Without You,Keith Urban,0,95,1
2011-03-26,96,Where You At,Jennifer Hudson,0,96,1
2011-03-26,97,I Can't Love You Back,Easton Corbin,0,97,1
2011-03-26,99,Wish You Were Here,Avril Lavigne,0,99,1
2011-04-02,6,Loser Like Me,Glee Cast,0,6,1
2011-04-02,16,Get It Right,Glee Cast,0,16,1
2011-04-02,24,Who Says,Selena Gomez & The Scene,0,24,1
2011-04-02,36,Raise Your Glass,Glee Cast,0,36,1
2011-04-02,37,Blackbird,Glee Cast,0,37,1
2011-04-02,52,Misery,Glee Cast,0,52,1
2011-04-02,53,Hell To The No,Glee Cast,0,53,1
2011-04-02,71,Candles,Glee Cast,0,71,1
2011-04-02,72,Friday,Rebecca Black,0,72,1
2011-04-02,88,Bring It Back,Travis Porter,0,88,1
2011-04-02,92,Far Away,Marsha Ambrosius,0,92,1
2011-04-02,93,Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,0,93,1
2011-04-02,94,Arms,Christina Perri,0,94,1
2011-04-02,100,Dancing Crazy,Miranda Cosgrove,0,100,1
2011-04-09,6,No Sleep,Wiz Khalifa,0,6,1
2011-04-09,26,Next To You,Chris Brown Featuring Justin Bieber,0,26,1
2011-04-09,33,Best Love Song,T-Pain Featuring Chris Brown,0,33,1
2011-04-09,57,John,Lil Wayne Featuring Rick Ross,0,57,1
2011-04-09,85,If Heaven Wasn't So Far Away,Justin Moore,0,85,1
2011-04-09,86,Family Man,Craig Campbell,0,86,1
2011-04-09,89,Georgia Clay,Josh Kelley,0,89,1
2011-04-09,97,F**k Him He's A DJ,Ke$ha,0,97,1
2011-04-16,57,When I'm Gone,Wiz Khalifa,0,57,1
2011-04-16,60,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",0,60,1
2011-04-16,69,The Story,Sara Ramirez,0,69,1
2011-04-16,73,I Wanna Go,Britney Spears,0,73,1
2011-04-16,83,Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,0,83,1
2011-04-16,86,Racks,YC Featuring Future,0,86,1
2011-04-23,13,Honey Bee,Blake Shelton,0,13,1
2011-04-23,68,Dirt Road Anthem,Jason Aldean,0,68,1
2011-04-23,87,Hustle Hard,Ace Hood,0,87,1
2011-04-23,91,Hello,Martin Solveig & Dragonette,0,91,1
2011-04-23,95,Old Alabama,Brad Paisley Featuring Alabama,0,95,1
2011-04-23,100,Somewhere Else,Toby Keith,0,100,1
2011-04-30,10,Judas,Lady Gaga,0,10,1
2011-04-30,55,Motivation,Kelly Rowland Featuring Lil Wayne,0,55,1
2011-04-30,62,Red Nation,Game Featuring Lil Wayne,0,62,1
2011-04-30,90,She Ain't You,Chris Brown,0,90,1
2011-04-30,93,Tonight Tonight,Hot Chelle Rae,0,93,1
2011-04-30,94,Determinate,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",0,94,1
2011-04-30,96,Barefoot Blue Jean Night,Jake Owen,0,96,1
2011-05-07,22,Country Girl (Shake It For Me),Luke Bryan,0,22,1
2011-05-07,33,Run The World (Girls),Beyonce,0,33,1
2011-05-07,63,Turning Tables,Adele,0,63,1
2011-05-07,66,Turning Tables,Glee Cast Featuring Gwyneth Paltrow,0,66,1
2011-05-07,87,All By Myself,Glee Cast,0,87,1
2011-05-07,88,Breakthrough,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",0,88,1
2011-05-07,89,Somebody,Bridgit Mendler,0,89,1
2011-05-07,99,Papi,Jennifer Lopez,0,99,1
2011-05-14,22,I Feel Pretty / Unpretty,Glee Cast,0,22,1
2011-05-14,42,Somewhere Only We Know,Glee Cast,0,42,1
2011-05-14,44,Born This Way,Glee Cast,0,44,1
2011-05-14,65,Time After Time,Javier Colon,0,65,1
2011-05-14,80,As If We Never Said Goodbye,Glee Cast,0,80,1
2011-05-14,89,Barbra Streisand,Duck Sauce,0,89,1
2011-05-14,96,Pumped Up Kicks,Foster The People,0,96,1
2011-05-14,98,Super Bass,Nicki Minaj,0,98,1
2011-05-14,99,Whiskey,Jana Kramer,0,99,1
2011-05-14,100,Never Gonna Leave This Bed,Maroon 5,0,100,1
2011-05-21,7,Just A Kiss,Lady Antebellum,0,7,1
2011-05-21,14,Where Them Girls At,David Guetta Featuring Flo Rida & Nicki Minaj,0,14,1
2011-05-21,32,Fast Lane,Bad Meets Evil,0,32,1
2011-05-21,45,Go Your Own Way,Glee Cast,0,45,1
2011-05-21,61,Better With The Lights Off,New Boyz Feat. Chris Brown,0,61,1
2011-05-21,68,Songbird,Glee Cast,0,68,1
2011-05-21,70,Not Ready To Die,Avenged Sevenfold,0,70,1
2011-05-21,72,I'm Into You,Jennifer Lopez Featuring Lil Wayne,0,72,1
2011-05-21,79,Don't Stop,Glee Cast,0,79,1
2011-05-21,81,Never Going Back Again,Glee Cast,0,81,1
2011-05-21,82,Danza Kuduro,Don Omar & Lucenzo,0,82,1
2011-05-21,89,Am I The Only One,Dierks Bentley,0,89,1
2011-05-21,92,Dreams,Glee Cast Featuring Kristin Chenoweth,0,92,1
2011-05-21,99,Closer To The Edge,Thirty Seconds To Mars,0,99,1
2011-05-28,3,The Edge Of Glory,Lady Gaga,0,3,1
2011-05-28,18,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,0,18,1
2011-05-28,29,Rolling In The Deep,Glee Cast Featuring Jonathan Groff,0,29,1
2011-05-28,34,Friday,Glee Cast,0,34,1
2011-05-28,35,(It) Feels So Good,Steven Tyler,0,35,1
2011-05-28,49,Jar Of Hearts,Glee Cast,0,49,1
2011-05-28,61,9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,0,61,1
2011-05-28,65,Isn't She Lovely,Glee Cast,0,65,1
2011-05-28,69,Jack Sparrow,The Lonely Island Featuring Michael Bolton,0,69,1
2011-05-28,72,I'm Not Gonna Teach Your Boyfriend To Dance With You,Glee Cast,0,72,1
2011-05-28,73,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,0,73,1
2011-05-28,74,Dancing Queen,Glee Cast,0,74,1
2011-05-28,82,I Am Woman,Jordin Sparks,0,82,1
2011-06-04,12,Hair,Lady Gaga,0,12,1
2011-06-04,57,Ballin',Young Jeezy Featuring Lil Wayne,0,57,1
2011-06-04,59,Pure Imagination,Glee Cast,0,59,1
2011-06-04,77,Right There,Nicole Scherzinger Featuring 50 Cent,0,77,1
2011-06-04,78,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",0,78,1
2011-06-04,80,California King Bed,Rihanna,0,80,1
2011-06-04,82,Back To Black,Glee Cast,0,82,1
2011-06-04,92,Don't Wanna Go Home,Jason Derulo,0,92,1
2011-06-04,94,My Man,Glee Cast,0,94,1
2011-06-04,95,Look It Up,Ashton Shepherd,0,95,1
2011-06-11,11,I Love You This Big,Scotty McCreery,0,11,1
2011-06-11,20,Like My Mother Does,Lauren Alaina,0,20,1
2011-06-11,33,Light Up The World,Glee Cast,0,33,1
2011-06-11,36,You And I,Lady Gaga,0,36,1
2011-06-11,40,Pretending,Glee Cast,0,40,1
2011-06-11,57,1+1,Beyonce,0,57,1
2011-06-11,58,For Good,Glee Cast,0,58,1
2011-06-11,69,How To Love,Lil Wayne,0,69,1
2011-06-11,74,Rise Above 1,Reeve Carney Featuring Bono & The Edge,0,74,1
2011-06-11,79,Marry The Night,Lady Gaga,0,79,1
2011-06-11,80,Donald Trump,Mac Miller,0,80,1
2011-06-11,81,"I Love New York / New York, New York",Glee Cast,0,81,1
2011-06-11,92,You And Tequila,Kenny Chesney Featuring Grace Potter,0,92,1
2011-06-11,93,As Long As You're There,Glee Cast,0,93,1
2011-06-11,94,Man Down,Rihanna,0,94,1
2011-06-11,98,Out Of My Head,Lupe Fiasco Featuring Trey Songz,0,98,1
2011-06-18,29,Every Teardrop Is A Waterfall,Coldplay,0,29,1
2011-06-18,59,International Love,Pitbull Featuring Chris Brown,0,59,1
2011-06-18,84,Best Thing I Never Had,Beyonce,0,84,1
2011-06-18,86,Iridescent,Linkin Park,0,86,1
2011-06-18,90,Unusual,Trey Songz Featuring Drake,0,90,1
2011-06-18,92,Take A Back Road,Rodney Atkins,0,92,1
2011-06-18,93,Best Friend's Brother,Victorious Cast Featuring Victoria Justice,0,93,1
2011-06-18,94,Keep Your Head Up,Andy Grammer,0,94,1
2011-06-18,97,Cat Daddy,Rej3ctz,0,97,1
2011-06-18,98,Just Fishin',Trace Adkins,0,98,1
2011-06-25,36,Monster,Paramore,0,36,1
2011-06-25,59,Remind Me,Brad Paisley Duet With Carrie Underwood,0,59,1
2011-06-25,73,Pause,Pitbull,0,73,1
2011-06-25,78,Heartless,Dia Frampton,0,78,1
2011-06-25,94,Bang Bang Bang,Selena Gomez & The Scene,0,94,1
2011-06-25,95,Made In America,Toby Keith,0,95,1
2011-06-25,96,Not Over You,Gavin DeGraw,0,96,1
2011-06-25,97,You,Romeo Santos,0,97,1
2011-06-25,100,Teenage Daughters,Martina McBride,0,100,1
2011-07-02,16,Lighters,Bad Meets Evil Featuring Bruno Mars,0,16,1
2011-07-02,64,Angel,Javier Colon,0,64,1
2011-07-02,66,Today Is Your Day,Shania Twain,0,66,1
2011-07-02,75,Rain Over Me,Pitbull Featuring Marc Anthony,0,75,1
2011-07-02,76,Jolene,Vicci Martinez,0,76,1
2011-07-02,85,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,0,85,1
2011-07-02,90,Black Horse And The Cherry Tree,Casey Weston,0,90,1
2011-07-02,92,See No More,Joe Jonas,0,92,1
2011-07-02,96,Take Over Control,Afrojack Featuring Eva Simons,0,96,1
2011-07-02,98,Love Done Gone,Billy Currington,0,98,1
2011-07-02,99,Price Tag,Xenia,0,99,1
2011-07-09,8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,0,8,1
2011-07-09,52,Fix You,Javier Colon,0,52,1
2011-07-09,54,Losing My Religion,Dia Frampton,0,54,1
2011-07-09,68,Dog Days Are Over,Vicci Martinez,0,68,1
2011-07-09,69,Shake Senora,Pitbull Featuring T-Pain & Sean Paul,0,69,1
2011-07-09,72,Love You Like A Love Song,Selena Gomez & The Scene,0,72,1
2011-07-09,92,The Man Who Can't Be Moved,Xenia,0,92,1
2011-07-09,95,Watch Me,Bella Thorne & Zendaya,0,95,1
2011-07-09,97,So In Love,Jill Scott Featuring Anthony Hamilton,0,97,1
2011-07-09,98,"Save Me, San Francisco",Train,0,98,1
2011-07-09,100,Country Must Be Country Wide,Brantley Gilbert,0,100,1
2011-07-16,17,Stitch By Stitch,Javier Colon,0,17,1
2011-07-16,20,Inventing Shadows,Dia Frampton,0,20,1
2011-07-16,45,Man In The Mirror,Adam Levine & Javier Colon,0,45,1
2011-07-16,57,I Won't Back Down,Blake Shelton & Dia Frampton,0,57,1
2011-07-16,65,Here For A Good Time,George Strait,0,65,1
2011-07-16,70,Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris,0,70,1
2011-07-16,74,Beautiful,Christina Aguilera & Beverly McClellan,0,74,1
2011-07-16,78,Afraid To Sleep,Vicci Martinez,0,78,1
2011-07-16,90,Moving To Mars,Coldplay,0,90,1
2011-07-16,92,Major Minus,Coldplay,0,92,1
2011-07-16,94,Pretty Girls,Iyaz Featuring Travie McCoy,0,94,1
2011-07-16,98,High,Big Sean Featuring Wiz Khalifa,0,98,1
2011-07-23,82,Novacane,Frank Ocean,0,82,1
2011-07-23,85,Work Out,J. Cole,0,85,1
2011-07-23,92,I Wouldn't Be A Man,Josh Turner,0,92,1
2011-07-23,94,Smile,Avril Lavigne,0,94,1
2011-07-23,97,Taboo,Don Omar,0,97,1
2011-07-23,100,Walk,Foo Fighters,0,100,1
2011-07-30,10,Skyscraper,Demi Lovato,0,10,1
2011-07-30,44,Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,0,44,1
2011-07-30,65,God Gave Me You,Blake Shelton,0,65,1
2011-07-30,76,You Make Me Feel...,Cobra Starship Featuring Sabi,0,76,1
2011-07-30,77,What If,Colbie Caillat,0,77,1
2011-07-30,85,Up All Night,blink-182,0,85,1
2011-07-30,89,Long Hot Summer,Keith Urban,0,89,1
2011-07-30,92,Mr. Saxobeat,Alexandra Stan,0,92,1
2011-08-06,38,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,0,38,1
2011-08-06,47,Otis,Jay Z Kanye West Featuring Otis Redding,0,47,1
2011-08-06,68,Marvins Room,Drake,0,68,1
2011-08-06,87,Outlaw,50 Cent,0,87,1
2011-08-06,88,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,0,88,1
2011-08-06,95,Quickie,Miguel,0,95,1
2011-08-06,100,Oh My,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",0,100,1
2011-08-13,82,Gucci Gucci,Kreayshawn,0,82,1
2011-08-13,87,Easy,Rascal Flatts Featuring Natasha Bedingfield,0,87,1
2011-08-13,91,Cheers (Drink To That),Rihanna,0,91,1
2011-08-13,93,Don't Stop The Party,The Black Eyed Peas,0,93,1
2011-08-13,96,Rumour Has It,Adele,0,96,1
2011-08-13,97,Fish,Craig Campbell,0,97,1
2011-08-13,99,Faster,Matt Nathanson,0,99,1
2011-08-13,100,One More Drinkin' Song,Jerrod Niemann,0,100,1
2011-08-20,77,Under And Over It,Five Finger Death Punch,0,77,1
2011-08-20,85,Lights,Ellie Goulding,0,85,1
2011-08-20,87,Ships In The Night,Mat Kearney,0,87,1
2011-08-20,92,In The Dark,Dev,0,92,1
2011-08-20,96,Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,0,96,1
2011-08-20,98,Far Away,Tyga Featuring Chris Richardson,0,98,1
2011-08-27,13,Headlines,Drake,0,13,1
2011-08-27,39,It Girl,Jason Derulo,0,39,1
2011-08-27,44,Who Gon Stop Me,Jay Z Kanye West,0,44,1
2011-08-27,66,Titanium,David Guetta Featuring Sia,0,66,1
2011-08-27,67,Baggage Claim,Miranda Lambert,0,67,1
2011-08-27,68,What You Want,Evanescence,0,68,1
2011-08-27,75,Ni**as in Paris,Jay Z Kanye West,0,75,1
2011-08-27,78,We Don't Get Down Like Y'all,T.I. Featuring B.o.B.,0,78,1
2011-08-27,79,Drunk On You,Luke Bryan,0,79,1
2011-08-27,89,Nothing,The Script,0,89,1
2011-08-27,97,Mrs. Right,Mindless Behavior Featuring Diggy,0,97,1
2011-09-03,3,She Will,Lil Wayne Featuring Drake,0,3,1
2011-09-03,47,We Owned The Night,Lady Antebellum,0,47,1
2011-09-03,60,Frick Park Market,Mac Miller,0,60,1
2011-09-03,86,Don't Hold Your Breath,Nicole Scherzinger,0,86,1
2011-09-03,89,Sail,AWOLNATION,0,89,1
2011-09-03,90,Brighter Than The Sun,Colbie Caillat,0,90,1
2011-09-03,95,I Got You,Thompson Square,0,95,1
2011-09-10,55,Hell On Heels,Pistol Annies,0,55,1
2011-09-10,77,I'm Gonna Love You Through It,Martina McBride,0,77,1
2011-09-10,81,Night Of Your Life,David Guetta Featuring Jennifer Hudson,0,81,1
2011-09-10,90,Love Don't Run,Steve Holy,0,90,1
2011-09-10,91,What The Water Gave Me,Florence + The Machine,0,91,1
2011-09-10,96,Cost Of Livin',Ronnie Dunn,0,96,1
2011-09-10,98,That Way,Wale Featuring Jeremih & Rick Ross,0,98,1
2011-09-10,100,Martians Vs Goblins,"Game Featuring Lil Wayne & Tyler, The Creator",0,100,1
2011-09-17,16,Mirror,Lil Wayne Featuring Bruno Mars,0,16,1
2011-09-17,20,Love On Top,Beyonce,0,20,1
2011-09-17,33,Blunt Blowin,Lil Wayne,0,33,1
2011-09-17,37,Turn Me On,David Guetta Featuring Nicki Minaj,0,37,1
2011-09-17,39,Without You,David Guetta Featuring Usher,0,39,1
2011-09-17,43,Beautiful People,Chris Brown Featuring Benny Benassi,0,43,1
2011-09-17,50,Dancin' Away With My Heart,Lady Antebellum,0,50,1
2011-09-17,52,MegaMan,Lil Wayne,0,52,1
2011-09-17,65,My Body,Young The Giant,0,65,1
2011-09-17,76,Sexy And I Know It,LMFAO,0,76,1
2011-09-17,79,It's Good,Lil Wayne Featuring Drake & Jadakiss,0,79,1
2011-09-17,82,Good Feeling,Flo Rida,0,82,1
2011-09-17,84,How To Hate,Lil Wayne Featuring T-Pain,0,84,1
2011-09-17,90,Nightmares Of The Bottom,Lil Wayne,0,90,1
2011-09-17,94,President Carter,Lil Wayne,0,94,1
2011-09-17,95,So Special,Lil Wayne Featuring John Legend,0,95,1
2011-09-24,18,Mr. Know It All,Kelly Clarkson,0,18,1
2011-09-24,34,Wanted You More,Lady Antebellum,0,34,1
2011-09-24,58,Police Dog Blues,Hugh Laurie,0,58,1
2011-09-24,84,The Trouble With Girls,Scotty McCreery,0,84,1
2011-09-24,87,Disaster,JoJo,0,87,1
2011-09-24,95,All Your Life,The Band Perry,0,95,1
2011-09-24,96,Wet The Bed,Chris Brown Feat. Ludacris,0,96,1
2011-10-01,16,Paradise,Coldplay,0,16,1
2011-10-01,84,I Got Nothin',Darius Rucker,0,84,1
2011-10-01,87,Body And Soul,Tony Bennett & Amy Winehouse,0,87,1
2011-10-01,95,Let It Rain,David Nail Featuring Sarah Buxton,0,95,1
2011-10-01,98,Body 2 Body,Ace Hood Featuring Chris Brown,0,98,1
2011-10-01,99,Got 2 Luv U,Sean Paul Featuring Alexis Jordan,0,99,1
2011-10-01,100,You Don't Know Her Like I Do,Brantley Gilbert,0,100,1
2011-10-08,16,We Found Love,Rihanna Featuring Calvin Harris,0,16,1
2011-10-08,65,It's Not Unusual,Glee Cast,0,65,1
2011-10-08,67,You Can't Stop The Beat,Glee Cast,0,67,1
2011-10-08,68,Y.U. Mad,Birdman Featuring Nicki Minaj & Lil Wayne,0,68,1
2011-10-08,69,Fix A Heart,Demi Lovato,0,69,1
2011-10-08,81,Tattoos On This Town,Jason Aldean,0,81,1
2011-10-08,83,We Got The Beat,Glee Cast,0,83,1
2011-10-08,96,Drink In My Hand,Eric Church,0,96,1
2011-10-08,98,Unbroken,Demi Lovato,0,98,1
2011-10-15,7,Strange Clouds,B.o.B Featuring Lil Wayne,0,7,1
2011-10-15,28,It Will Rain,Bruno Mars,0,28,1
2011-10-15,48,When We Stand Together,Nickelback,0,48,1
2011-10-15,62,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,0,62,1
2011-10-15,75,Somewhere,Glee Cast,0,75,1
